"Align_ID","Batch.A.01","Batch.A.02","Batch.A.03","Batch.A.04","Batch.A.05","Batch.A.06","Batch.A.07","Batch.A.08","Batch.A.09","Batch.A.10","Batch.A.11","Batch.A.12","Batch.A.13","Batch.A.14","Batch.A.15","mz","rt","Batch.B.01","Batch.B.02","Batch.B.03","Batch.B.04","Batch.B.05","Batch.B.06","Batch.B.07","Batch.B.08","Batch.B.09","Batch.B.10","Batch.B.11","Batch.B.12","Batch.B.13","Batch.B.14","Batch.B.15","mz","rt","Batch.C.01","Batch.C.02","Batch.C.03","Batch.C.04","Batch.C.05","Batch.C.06","Batch.C.07","Batch.C.08","Batch.C.09","Batch.C.10","Batch.C.11","Batch.C.12","Batch.C.13","Batch.C.14","Batch.C.15","mz","rt"
"Align_234","743.3891095","841.5044202","390.3449669","732.4307804","693.4941474","510.2322084","3633.240883","193.5376291","1120.831405","207.6758967","597.7097437","405.0950151","336.3933548","339.0797477","712.1936504","318.1945293","327.961998","724.2578328","1656.91437","3952.229195","1234.807651","2512.897232","445.5892394","391.5715297","283.012626","678.5690935","121.2422422","639.8429966","626.1878739","1028.68519","703.4889057","267.3205658","318.1945293","327.961998",433.5430364,308.8706025,1904.20912,658.2356884,1234.836334,345.2391658,159.4174466,1646.934108,821.4672442,222.5994807,733.4346371,301.0632064,342.2071416,622.5740487,521.3324259,318.1945293,327.961998
"Align_235","320.7131999","551.0448515","1056.251086","468.8443995","1840.782354","267.6073509","629.7051354","303.2721171","662.9484503","509.3254965","1925.530101","1370.35344","251.2075771","1231.181982","981.8825221","471.2847777","351.5200018","523.8761851","868.0883883","2607.275242","3278.884753","1240.900587","2857.311372","466.8201933","527.0581157","326.1990142","148.250204","494.4946449","1343.23792","693.6218136","1393.017107","165.8753584","471.2847777","351.5200018",486.5900964,1206.889818,1311.169771,2457.706446,3903.63257,2008.12503,205.2470198,891.1036307,177.2805811,181.9288735,350.7876514,233.6839465,1535.816763,1871.422516,442.57984,471.2847777,351.5200018
"Align_236","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1745.51461","2169.534184","3593.124736","1927.097096","2410.326294","3856.15805","2752.050722","2097.103609","2274.000941","1577.927976","1797.806566","2523.689744","1853.283868","1731.453257","1701.142264","83.02665928","25.25600044",2178.833784,3243.735535,2029.551038,2193.001069,3385.844654,3150.018203,1969.111145,2179.273613,1483.197813,1993.424533,1475.431471,1130.440737,1674.023528,2445.958556,2278.637986,83.02665928,25.25600044
"Align_237","799.6165394","1940.11614","2537.739252","1995.749827","2124.310006","905.9068332","2687.673495","1040.028757","1894.081751","225.6248836","1339.259129","948.3975569","551.3666318","1280.482917","809.7595478","380.212534","335.6330051","2046.205534","1438.839686","3840.18964","983.3652642","3741.949725","1923.407863","1083.609763","774.8577266","1350.348076","297.5060651","919.9229984","2243.340893","532.9595027","560.2519578","191.0159803","380.212534","335.6330051",1279.634481,1918.728459,639.9520488,2455.376993,2469.471132,981.4689009,247.688616,3398.551574,219.1221751,229.0053678,1401.461761,765.5028313,712.0817346,1528.792295,404.3142169,380.212534,335.6330051
"Align_238","789.2914402","2384.879366","607.3503443","1219.327893","631.0292239","494.018096","843.8639215","392.586309","1912.951446","127.5373353","548.0604182","275.0769731","586.0687493","347.7296269","1433.439913","296.1394915","322.9319875","576.9165364","1670.798813","2355.115147","2147.142968","1768.111918","1233.899638","578.0680617","609.1144028","920.7519862","619.6320772","762.3673259","1357.916253","562.647168","921.6675274","188.0797967","296.1394915","322.9319875",1216.187083,802.570582,1007.940814,1937.80107,777.9512739,3833.099212,251.2170833,1227.653591,265.6235851,221.6057719,542.6903844,1356.041895,1385.07251,1984.920601,1048.009115,296.1394915,322.9319875
"Align_239","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1431.687954","423.8991966","1752.191141","3138.046195","2243.800382","854.053491","1874.733445","925.4444934","3268.279752","433.2926071","646.8709508","953.9954664","1037.940655","3290.96217","443.1040595","214.0845862","154.1580027",3779.539201,1505.482916,1099.010694,1781.694284,3405.205762,2439.466639,749.1645726,2030.606221,1477.466605,295.4146658,547.9271859,1113.96889,888.3229382,1554.79131,1302.753397,214.0845862,154.1580027
"Align_240","175.3595332","3147.170717","1091.816753","493.5627083","3776.667197","3242.17098","1968.047609","730.6072828","738.0571022","823.0961584","357.0851078","432.5321647","294.7220427","351.8728745","513.5155968","352.1383145","162.0219959","175.2886932","2175.206614","1037.521964","3140.607063","761.1196637","1394.047556","431.3341657","848.6079593","723.6994928","217.145495","2273.611061","907.9412898","1838.389183","441.0920483","143.7481364","352.1383145","162.0219959",340.3075022,2277.354922,297.6451952,447.6467558,1134.357994,1279.266738,278.6126153,1354.397778,220.2288375,241.2848209,1113.648839,453.2875369,318.2042253,440.7547502,196.4951971,352.1383145,162.0219959
"Align_241","1378.241508","3219.11912","1709.948338","892.3609608","985.9573928","953.9063949","3776.060459","317.8016928","244.3988092","150.6949206","109.5964434","679.9182478","417.4444905","736.7967922","3175.310672","531.2373405","366.0609978","352.9027715","3604.004174","1451.243164","1556.24337","454.6899507","3073.873796","405.1208579","423.5730251","164.170869","120.9133402","422.2831199","851.8951557","683.4442735","1208.318791","82.93429355","531.2373405","366.0609978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_242","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2153.520228,3327.629373,852.3558137,3773.820412,2138.622494,632.0361144,223.6022393,1126.214763,505.1367982,1702.795239,3164.801385,397.7727985,654.1018693,1502.861512,513.1024894,239.1658904,300.6270084
"Align_243","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2450.457879","2885.334497","2600.026579","2844.861135","2063.086456","3105.748828","2719.093113","3402.975265","2064.01876","2596.668915","2581.167677","1961.832942","1308.546898","1404.609941","1378.719753","214.9175891","573.2195",2537.166677,2468.994933,1498.053585,1050.164774,3514.829102,3285.48045,3669.478643,2157.678011,2456.243235,1997.599015,1969.809871,2301.231693,2656.196799,2938.782691,3465.036859,214.9175891,573.2195
"Align_244","3375.678057","3245.165582","3352.03869","2918.941191","3436.09194","2605.683973","2448.959522","2251.962507","3372.998121","2243.892702","1300.471509","2522.645109","1918.567633","3446.665587","3194.602402","304.3004968","404.5039929","2417.595498","3524.137647","3462.955873","3037.079195","3668.961982","3467.913363","2898.283703","3535.748696","2907.034254","2347.3395","2957.26698","2563.528909","1482.611578","2562.594883","1586.177981","304.3004968","404.5039929",3347.4367,3137.037182,3554.986731,1929.442155,3261.497128,3255.011454,3300.513074,3609.480536,2604.688693,3504.420751,2113.737861,2363.879699,3131.910666,3035.300333,3588.177791,304.3004968,404.5039929
"Align_245","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1783.23108","2021.662376","3610.552056","1582.533833","2415.019117","2591.688883","2263.861928","1017.721235","893.250044","751.8843225","987.9469297","1046.701211","418.2521572","1062.329435","681.6120105","68.99482352","27.45900002",1417.308387,1968.901276,1832.346075,1455.547109,2581.961604,1702.569505,2881.443273,1102.979709,1223.182285,1239.594357,1225.88837,864.6664943,930.6974064,862.0511107,1150.215442,68.99482352,27.45900002
"Align_246","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1946.015361","1534.395121","2035.588018","2205.25681","2337.24913","1833.559169","1580.15756","1915.50535","1987.481391","1957.538284","2298.591019","2953.988286","2963.656715","3302.849709","3244.608415","154.9885391","577.563004",1869.801358,1979.488914,2218.987497,3258.761556,2019.377727,2366.714791,1588.891912,2022.877154,2340.865168,2115.937286,3517.202584,2374.929414,2240.699263,2367.747329,1658.463674,154.9885391,577.563004
"Align_247","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1347.659769,1548.182217,1605.463731,1033.781441,2408.873913,2869.410274,2363.438082,1618.94445,1191.522497,2212.673283,450.8026176,1652.474348,2245.454471,2635.008393,3465.890742,288.9243434,570.960985
"Align_248","174.2623309","1052.785114","578.8188209","380.1989718","1972.575129","1369.53385","420.619256","409.7169917","388.7068112","202.7739115","986.2647428","178.1290627","319.2086293","1730.041136","351.6953545","392.1235025","212.0369984","245.4845504","3455.753131","310.9571414","701.0306452","754.0416993","1264.909202","1351.345667","972.5344859","298.6830767","204.5627013","221.7000734","463.5025577","363.6875549","548.0772356","573.0955247","392.1235025","212.0369984",326.2910421,3418.908995,959.8202284,1031.424832,1027.498088,232.0227012,262.4935581,1171.17937,203.4199649,248.6812797,317.5566128,217.5036551,225.005012,660.1500053,168.3191413,392.1235025,212.0369984
"Align_249","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","443.7195378","1451.547241","3327.181298","1623.352461","1116.638822","1429.539595","1318.935153","413.7270938","272.7619036","673.6251087","983.3202608","577.0629949","215.3277139","525.9337972","256.3347022","78.04133681","168.0069991",294.1544666,306.9690836,415.4374828,1400.856454,1170.926778,2981.434524,437.1110208,464.2122737,1380.719463,413.348666,616.5277443,623.1100365,317.6273499,617.9281613,292.0095532,78.04133681,168.0069991
"Align_250","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","450.498045","1479.668343","1401.350483","1518.467486","2394.94274","1877.941484","3268.227924","860.4971784","961.5371657","514.4003999","1616.722377","1041.156921","544.9451993","1611.586995","577.670858","95.06173679","31.42000064",1213.212763,1239.631352,566.9462786,1268.898904,966.5816008,858.5311597,691.5930273,1151.585538,804.4797659,543.2125889,1108.009166,815.7535418,1075.07372,1380.07152,652.0974828,95.06173679,31.42000064
"Align_251","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2926.874732,2155.036087,880.0421258,1756.273069,3202.291857,767.521659,382.9700728,1424.607274,490.9489602,248.5638134,1288.494141,973.9205521,811.5981859,1277.950718,652.8964723,250.0918972,108.499001
"Align_252","355.6679721","1981.05155","930.6141875","653.5394063","1109.210733","751.2318446","728.0534714","3127.33812","858.7747412","105.4095188","853.7858724","395.6078767","634.4523397","305.1655477","1826.800851","419.2039438","360.7969893","1052.89998","1733.3115","2456.074137","1651.767104","3046.80282","3153.00014","520.8584772","373.1193502","534.5373633","348.3233229","314.067509","697.065052","341.4390747","742.3519774","369.0002515","419.2039438","360.7969893",735.4425718,663.047712,285.5913812,2752.089579,2333.695199,2670.729215,224.9488779,1089.508343,383.2339858,159.0587267,741.7442941,164.2653011,659.6459934,764.7193905,383.5976455,419.2039438,360.7969893
"Align_253","2987.256769","2052.70674","2865.10581","2233.461539","2500.931831","2162.454647","2121.244895","1096.501617","2611.380398","1083.064037","1419.42287","2727.419741","1045.837899","2308.212193","1957.088931","504.3634885","534.1540168","2750.717421","3038.829946","1136.211393","2461.095666","2694.519024","3061.94879","2155.556571","2049.161516","3138.1627","2880.344423","2686.124975","760.4703718","1406.002747","1384.489399","1585.78827","504.3634885","534.1540168",2848.555401,3146.175016,2304.817109,1391.740405,2061.143138,1917.676283,3036.270332,2788.66655,2644.796309,2960.953763,1042.296259,2446.573626,2606.506584,1953.19013,935.6684294,504.3634885,534.1540168
"Align_254","2501.063832","2263.080077","2927.026075","2268.411714","2625.910868","2200.387991","2457.98233","1239.992419","2606.821963","1258.948813","1363.286112","2686.339364","979.2741919","2518.541405","2201.593216","393.2984513","532.3400079","2327.510577","2549.683846","1379.125853","2658.305695","2779.370984","2652.28295","2183.386314","2084.37945","2828.178772","2478.121216","2748.636368","1262.502024","1458.70406","1438.334266","2141.223237","393.2984513","532.3400079",2711.809386,2927.816742,2744.666941,1199.020908,2187.747316,2169.513877,2553.983301,3117.258507,2792.820257,2797.581359,1247.92766,2578.931794,2525.910156,2370.209543,1557.859941,393.2984513,532.3400079
"Align_255","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","983.3306582","1499.085891","3081.458979","2113.121159","2557.821044","1735.607879","2202.406748","1074.077724","633.8424587","1452.09885","1405.25924","1126.537666","574.8992838","2060.18545","1091.378074","128.0587535","29.43750026",1222.877214,1516.706555,1600.494403,2462.683544,3105.732135,2866.197005,571.1696029,1533.423687,1026.246919,953.7340472,1631.063134,798.3450525,805.5909639,1752.079327,886.2899875,128.0587535,29.43750026
"Align_256","202.5788292","1162.103573","1293.628285","657.92241","1205.306409","1119.605021","827.0474175","1989.757851","1116.071384","1721.618833","1125.298423","1695.100451","1953.734516","1436.224897","1233.385753","664.4581092","547.4049789","557.0606362","254.6636505","585.8202186","1365.953053","1699.844819","426.1855334","931.4211867","1313.466545","901.5585665","733.5491038","1363.473318","3036.022369","953.6357093","2241.358762","1162.662075","664.4581092","547.4049789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_257","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","919.3495548","813.2293939","1832.840506","1326.667187","404.4979947","926.6900921","946.8709463","333.7940061","543.9808832","184.4956652","832.7745409","609.3139314","276.8537049","469.1018619","171.5863976","225.1842588","328.2579984",1548.780171,3015.738797,408.9844137,1261.872236,2162.171693,284.2269943,142.3460307,311.0677535,114.5584033,210.7695482,1307.683337,144.9888516,185.5097431,622.5311227,489.470646,225.1842588,328.2579984
"Align_258","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","865.1232415","1353.321615","3007.784244","2025.693482","1353.564965","2504.231512","1709.637299","997.8151506","1102.648357","458.6305049","885.3530646","2046.116125","293.5951581","558.7867776","517.5021189","199.9621793","23.62850031",852.2902067,824.9723224,1461.217896,820.6609823,1050.200211,480.3357482,1599.371399,650.2901481,369.2095453,959.538913,847.137699,244.5789767,659.6943659,1392.552815,2410.014461,199.9621793,23.62850031
"Align_259","86.34895372","97.9190884","276.5059241","115.1442897","199.8917722","133.2751867","88.5369248","1210.794044","229.9511962","1035.626631","460.4947713","360.3349825","1673.940815","258.0011383","91.86522427","732.5079825","548.3339975","99.31039003","91.24525087","73.64877077","291.7831641","326.9512405","117.4600919","176.556686","74.49852307","159.1117136","95.23110694","268.2729013","2993.879081","361.1131143","1320.543634","371.1254332","732.5079825","548.3339975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1303.359381,2819.991032,601.7086956,1922.575694,2804.37425,500.5195925,329.8080192,2985.602353,1542.664153,180.222063,780.1453791,509.6843337,1448.924558,542.4459071,465.5867469,238.1047945,136.1329993
"Align_261","467.7417864","997.5988289","923.64555","1833.477606","504.9937707","1098.345843","862.8194272","503.4172359","2452.178235","319.5719614","910.77891","701.3276902","819.6148085","975.4581943","2577.527341","469.184444","342.5840125","1910.719308","2494.370022","2408.36043","2939.440024","1509.482954","2364.353678","1252.474132","1134.103522","1533.322741","536.7105255","1003.956784","421.3882216","977.8667174","2231.987652","665.233512","469.184444","342.5840125",2049.037146,2118.991456,679.4756118,1670.118817,1487.625322,898.504416,178.8947546,1307.941381,243.5361103,426.3008204,2019.714783,544.9828134,1048.385481,1206.243269,620.3383078,469.184444,342.5840125
