"Align_ID","Batch.A.01","Batch.A.02","Batch.A.03","Batch.A.04","Batch.A.05","Batch.A.06","Batch.A.07","Batch.A.08","Batch.A.09","Batch.A.10","Batch.A.11","Batch.A.12","Batch.A.13","Batch.A.14","Batch.A.15","mz","rt","Batch.B.01","Batch.B.02","Batch.B.03","Batch.B.04","Batch.B.05","Batch.B.06","Batch.B.07","Batch.B.08","Batch.B.09","Batch.B.10","Batch.B.11","Batch.B.12","Batch.B.13","Batch.B.14","Batch.B.15","mz","rt","Batch.C.01","Batch.C.02","Batch.C.03","Batch.C.04","Batch.C.05","Batch.C.06","Batch.C.07","Batch.C.08","Batch.C.09","Batch.C.10","Batch.C.11","Batch.C.12","Batch.C.13","Batch.C.14","Batch.C.15","mz","rt"
"Align_265","1097.828922","680.2956252","1101.444057","781.8793199","931.9322718","766.3024986","696.2900058","1383.007882","934.5313796","1490.39837","1194.358912","1194.466155","1244.237355","769.0330845","587.7316349","520.437989","532.9350162","754.0106413","832.1345807","75.27586587","1083.116679","926.6515553","891.3908142","787.5487696","682.9339649","950.5847165","862.0969355","1268.658627","2846.05069","1175.607949","1632.6756","1308.828149","520.437989","532.9350162",1114.662202,956.003045,811.7260555,1210.995075,601.0697845,635.7206383,883.8720296,1083.139295,1236.499055,1020.330682,1466.635231,1251.811549,1109.996219,721.7814118,91.55315435,520.437989,532.9350162
"Align_266","693.9920994","791.6214555","1413.725843","622.4597914","1239.635422","634.5659273","680.2628845","1777.559881","1164.269094","1996.045266","1779.873255","1401.948153","1920.879038","1357.143597","662.1561489","447.9023295","564.0179886","895.8716008","734.3761241","237.0781034","1351.122432","1402.331047","782.3187207","538.8192919","830.4143661","1340.289839","795.7244452","1487.147729","2806.458898","1709.240636","2308.814795","1910.741535","447.9023295","564.0179886",1508.357693,1304.27661,1381.228373,1797.072479,794.8453938,682.3152599,758.0712091,1551.16867,1588.513344,1472.320313,2023.428409,1354.711561,1375.035801,738.8711225,404.4360935,447.9023295,564.0179886
"Align_267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1051.4153","1642.742419","2602.181601","2584.686561","1439.365587","2400.762676","1850.567831","1039.936682","1317.661517","2105.586374","1691.917828","1499.13367","911.9599554","1559.867192","335.0709507","72.07839944","33.87500026",1830.117296,1361.012277,2077.403422,1634.29887,2736.93777,1433.825952,843.07572,1655.250043,932.3949218,511.5266502,1148.586473,905.5255786,1097.899804,1620.729931,514.3611451,72.07839944,33.87500026
"Align_268","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","978.8832667","1492.450324","2273.38597","1217.308259","1641.495752","1514.072552","421.937276","515.4662224","1082.720303","222.3507356","373.115705","1098.074337","750.208871","1141.792181","238.0294571","156.1300832","313.0149966",1057.495722,869.0987424,899.2729049,2693.213043,1265.466868,1059.390745,478.4164425,356.7555833,231.6877299,264.0823967,2575.618486,371.86176,540.8776454,874.5702234,294.1372244,156.1300832,313.0149966
"Align_269","279.3049705","975.9669374","870.749379","1353.551633","2677.934107","928.5160639","602.927547","326.4550347","921.1124343","862.4783964","908.4281497","430.0536573","172.5950232","620.8535381","960.6638082","376.2435077","284.4829962","507.9964027","885.8364371","1632.16547","947.5756057","1305.359822","1447.441582","1398.408408","847.3091428","530.742586","632.2989869","1114.238415","755.6147637","486.2677788","1529.717546","216.6649866","376.2435077","284.4829962",884.6577314,1049.623903,282.4127576,1907.055435,1630.510302,486.3607986,557.1827003,1079.185568,105.5982446,196.2917786,1159.122494,205.2635029,289.3371282,1240.474923,420.7605736,376.2435077,284.4829962
"Align_270","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","748.1293557","1164.054654","1710.236231","2223.912565","1300.262334","1394.297486","741.0876064","1160.595298","470.8385221","976.6608952","2253.791503","2124.082747","670.5933342","1613.029613","643.1480314","164.0004876","573.2070018",1510.422199,529.8538295,1004.339533,354.4142827,1324.953437,1269.328297,1219.651843,973.9648729,2063.381531,1153.04408,2199.926626,2658.911924,2154.863233,968.6903213,1468.052904,164.0004876,573.2070018
"Align_271","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1003.956588","970.4099853","884.4919386","386.325124","2649.583129","1520.593721","1797.676217","889.7682773","999.4679621","744.5945223","664.8844609","1077.442823","445.4931023","569.9971647","872.7140778","200.9492016","23.24350055",1812.977093,1899.214611,1093.594757,894.6827556,1288.236049,1552.322552,906.9836484,774.9857424,497.5339558,1302.835251,419.1837672,224.8402579,666.3784262,1377.481525,1675.701921,200.9492016,23.24350055
"Align_272","912.6472956","794.8504487","391.2413656","617.5306339","484.8103528","573.8205947","1551.498761","739.5169189","273.0110124","1898.685749","200.0644726","228.6028983","321.2200285","590.2944926","392.6412558","514.2734202","332.5094931","350.2258733","981.3908736","1466.526572","1225.391081","872.8672631","2627.598788","2537.772426","164.4524876","480.5514156","204.1129701","1393.924813","808.1140937","1982.283514","304.9668125","194.9052381","514.2734202","332.5094931",762.3470344,2233.02772,608.0812727,1549.984425,1634.326213,1447.682465,150.7078794,820.718139,394.2515087,416.1732268,463.130693,364.9485623,1004.094193,277.4069282,371.8641848,514.2734202,332.5094931
"Align_273","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1676.534701,1737.603413,1736.536394,2600.455481,1122.108979,1014.682911,1057.970274,1912.194461,1758.655142,1780.563266,2202.488848,1365.229641,1553.261431,1132.733738,1146.43207,243.9309344,568.623994
"Align_274","1019.906071","468.0199627","874.8583886","310.2697767","613.2330342","126.359606","564.2072125","430.7055251","1364.944636","367.5554249","363.2913415","2261.932702","190.367031","352.3891274","1085.288479","390.0682271","216.2749987","277.9321557","362.0583355","590.2388339","603.7418342","468.8864357","1114.759315","503.1028747","687.7923298","2553.569541","672.0195563","2222.666394","623.4891955","848.3654313","816.3164229","959.0733214","390.0682271","216.2749987",454.8419945,492.7353067,529.3752952,258.8018484,1005.593225,221.5323283,79.8991127,1058.925405,122.9296298,572.6239361,389.4945873,142.6162365,1058.308542,1324.385599,696.4033901,390.0682271,216.2749987
"Align_275","497.6975881","1208.235204","2553.453857","402.0988313","1759.910525","1917.180714","649.1081045","503.6902957","392.815768","1023.404087","1083.994249","1023.102796","353.2373293","438.1077475","1282.287114","536.2726403","335.6294998","292.2234194","1043.073811","927.3223301","1235.031706","1547.410132","1423.545376","1244.342957","631.6847467","489.3967138","399.9521544","1853.425155","821.0005925","786.1846603","520.4976666","224.5200902","536.2726403","335.6294998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_276","1521.341524","1504.98178","1563.485492","1006.544249","1792.15915","1036.724155","1051.802618","627.034475","1718.454529","726.3266737","543.9281378","507.0871126","561.1389548","1868.675173","1396.445688","298.3471747","418.8880129","1474.829027","1559.431334","764.2636498","2520.759479","1686.964729","1801.183782","1050.609955","1506.204114","1783.463544","1367.115279","605.8187972","616.2299814","577.4358279","870.985528","582.7501014","298.3471747","418.8880129",1237.020415,2051.382007,2162.934863,881.9691344,1448.813295,1382.572705,1652.02634,1555.93005,486.1249146,1576.951569,627.479544,513.2219212,828.9536194,1344.790936,775.1711147,298.3471747,418.8880129
"Align_277","538.7685429","606.2023346","526.807644","622.137013","615.8790867","502.44707","413.5947167","1876.89744","552.533267","1822.786577","427.2886176","762.919312","563.9385749","604.5297326","551.3050217","293.8592057","579.9950038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",634.4113399,570.8432065,571.566046,511.2775185,570.381216,716.1157283,705.6772658,617.3168153,2386.063678,2516.384957,941.6086037,2378.22087,661.1900699,519.4021529,662.8761536,293.8592057,579.9950038
"Align_278","521.0328808","1126.115887","1172.625273","919.4664394","1270.465625","1070.016725","1321.306978","590.2734678","443.3155323","350.3486024","690.4379164","370.6018129","281.9945452","248.1714113","1432.358294","341.0365122","40.45999957","658.820235","959.7757894","405.6040455","1564.419038","525.9114906","445.8009624","1425.09254","462.5734502","396.3450124","497.5208038","2140.159403","657.5505331","317.139142","316.3734463","389.2439838","341.0365122","40.45999957",952.4060147,1167.350802,414.3826366,822.3775778,1335.287527,291.3266976,2509.974649,646.6754269,615.0380502,263.6631534,935.3244931,506.3281556,401.3638392,1306.503546,577.9802706,341.0365122,40.45999957
"Align_279","2358.43894","450.6062053","1124.741907","1517.724093","497.3927012","1377.519603","926.3658321","317.7601007","425.4375119","441.0093542","308.2818541","626.0372568","1080.581853","577.0947051","1200.383325","356.9525888","37.3164988","1145.831723","941.079665","1213.901842","1147.151497","840.6128235","703.2186416","577.8300568","724.5375665","1053.701327","830.7358699","411.4517504","899.6571923","262.7622938","248.1808938","264.0279237","356.9525888","37.3164988",1254.331152,1293.491319,1182.540948,926.601387,864.6082796,1121.97295,1413.95157,623.7362218,761.9472439,565.7354599,409.6954074,712.2539169,830.0331435,555.9553199,371.6901668,356.9525888,37.3164988
"Align_280","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1150.537168","992.3043218","1091.356607","1057.473554","1376.006163","1067.913189","1305.537276","1842.853383","1687.299144","1100.119084","1186.058634","2357.078513","1463.654184","2003.442349","1727.65507","147.9961995","570.0689949",1408.942681,1328.06503,1357.282516,2152.228653,1238.778388,1300.987671,1243.007889,1509.010062,1471.939804,1432.830146,1721.310809,1455.546058,1312.934945,1176.707836,1192.844751,147.9961995,570.0689949
"Align_281","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","950.601467","607.6994507","1459.184984","833.3195155","1657.287231","1118.529783","1820.962808","660.9603479","1270.393407","1111.673521","743.6780354","997.1807447","1068.525086","429.0436727","1341.457925","224.9745596","23.83199972",638.1294445,2352.299245,1164.280142,1121.017997,1787.350189,2150.508751,958.2686588,688.6181128,542.8482045,1340.262564,825.5900651,321.3848067,452.3716865,1101.528982,776.1514592,224.9745596,23.83199972
"Align_282","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1168.497004,1799.807379,900.5004674,1088.51096,2329.848894,1586.059811,304.902478,1446.842469,332.1049967,490.7463816,1252.939426,1488.268375,653.579686,1906.374662,873.9803106,282.1085511,160.5059966
"Align_283","507.7471236","211.629803","289.6353345","410.0961539","2294.105048","275.6060612","252.3343386","178.5719213","138.0499228","148.6674071","102.2502848","161.5401544","225.6333633","127.08","146.4198734","548.9821698","41.44000026","419.9374619","226.1560805","320.3717604","216.9913566","223.6407891","218.7515054","176.3468805","165.5796801","179.3113759","153.6019252","149.2522147","194.2771879","87.6122857","111.7855215","560.4594176","548.9821698","41.44000026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_284","2288.126898","1184.254523","1145.162902","1666.723647","1136.311636","1574.831065","1381.385305","519.9568709","1148.935182","559.6095346","787.9787346","1231.760633","577.0530977","1061.961617","1088.578166","548.4694877","533.8120027","1509.034742","1748.246197","121.7731608","1029.604125","1194.182825","1675.217864","1646.031821","1057.35867","1869.985988","1697.13133","1240.839374","591.5545273","750.9820113","594.1479009","872.2729167","548.4694877","533.8120027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_285","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","485.7208752","1472.870091","1457.860172","1324.08624","2207.502871","2274.088494","756.7828196","645.9894719","936.4885733","663.5101996","693.3295216","492.518279","623.2874696","633.3883565","738.4280254","222.1117902","293.5774931",1603.819918,731.9340749,786.1946953,1845.528507,2074.864893,2283.816233,242.1217253,1272.963826,297.5307203,373.2818166,1068.194927,517.1608524,2014.981694,1644.941606,445.8176624,222.1117902,293.5774931
"Align_286","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","136.1059701","1141.433499","435.9303643","531.2365026","477.9461713","1062.432358","204.4885232","847.445935","222.9932234","300.4975334","357.7943442","172.078877","239.4155556","193.9375025","322.0004737","108.0765616","33.11000077",279.778302,2156.038395,1303.154204,553.5425618,331.7638637,238.4712748,1381.200764,2183.205628,311.4427565,565.5883102,407.2986454,286.7377072,339.5638415,1287.619392,119.9149598,108.0765616,33.11000077
"Align_287","218.0602061","952.2115513","1471.31843","973.0278617","1282.886324","1268.680431","594.2620531","393.3527321","807.9148983","256.2784681","844.8289486","2181.65365","232.4883483","1100.208681","1231.396845","414.1211028","115.7239984","711.3488241","834.2492744","1338.064898","1440.443203","1519.678594","779.7871457","683.1583316","548.9582522","682.9285233","132.3688113","736.7678399","1241.9588","293.0793465","224.6012084","350.1949786","414.1211028","115.7239984",617.4365125,865.4434008,478.5657875,1071.673575,2059.207832,519.1457127,308.9029451,630.83457,172.0581727,242.8423447,1115.318374,474.9803371,442.3906391,983.1207175,317.7642216,414.1211028,115.7239984
"Align_288","283.4277082","1150.615025","387.9244166","610.65609","1434.95655","645.0699486","549.1467616","389.8656308","917.0615982","81.73308102","186.3658548","215.2857545","79.56275128","580.4460895","553.8235535","530.2807121","319.2020058","270.6936574","999.1990066","1254.435458","324.4296294","883.1494521","2053.067652","1121.093709","122.6092876","416.9762381","94.01568097","1310.366609","553.9069144","207.1152306","125.3712353","316.2280693","530.2807121","319.2020058",732.4061034,2152.423438,422.2286577,1035.383109,1041.756552,775.4760995,59.76753657,374.6534864,66.92346468,211.0590116,830.915984,57.60006909,252.5363448,1181.555509,182.2884249,530.2807121,319.2020058
"Align_289","1752.838506","1821.860268","1758.398101","2136.053952","1589.591583","1979.83594","1841.479964","974.0039648","1586.476195","606.9060924","1202.248748","1685.33506","875.3589066","1645.539672","1662.108726","480.3183974","504.3404945","1550.59675","1802.89422","1737.548953","1586.2821","1736.291497","1952.185835","2118.565525","1786.00337","1750.308522","1601.462197","1734.886026","657.3803826","1158.808052","769.3462836","1182.305419","480.3183974","504.3404945",1768.045418,1909.696247,1769.459487,1105.908619,1789.418104,1756.951914,1863.188205,1878.864043,1800.071991,1840.168395,880.4561853,1657.825863,1592.264335,1757.378474,1702.808013,480.3183974,504.3404945
"Align_290","1259.128946","740.5928265","467.1924534","1074.519397","437.0851209","627.9331123","662.1638409","82.90871607","381.4419505","277.2322757","162.9768707","205.953086","208.7463941","92.73959213","204.1994864","520.9846771","42.04299932","1489.380197","565.1735182","865.28102","565.7704727","498.0404345","834.8407185","737.8702974","261.723914","279.0145237","230.4312664","188.8890802","178.2591651","91.95955787","76.03903559","148.6441032","520.9846771","42.04299932",794.8840744,537.3340429,734.7584048,584.5022854,574.5315119,512.739257,2078.961102,240.0075576,533.973226,94.21585028,222.6574458,288.3108453,240.9248385,144.0346098,93.17739539,520.9846771,42.04299932
"Align_291","1096.062781","2073.813884","1158.99618","1488.867012","1048.853834","1415.002534","1608.93488","671.7850809","1032.283928","769.8807939","652.330553","819.8329866","509.0408316","975.1491063","1840.945505","302.1414422","440.6179955","967.1296524","1174.637","1080.029935","954.3744362","1027.836652","1092.727677","1484.1831","1805.929292","1103.486554","948.2210378","943.835954","559.6299997","720.480259","684.0715017","817.4310039","302.1414422","440.6179955",1051.034926,1171.128185,1110.066294,659.7674264,1787.559539,1992.188962,1102.113933,1118.548792,858.7602342,1051.407167,550.4738403,759.9913551,997.9484227,1931.991199,1229.664146,302.1414422,440.6179955
"Align_292","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",991.0967475,639.574593,695.7072488,845.1798073,1552.668011,744.0331038,214.7166303,1301.87666,2072.06118,79.9675785,705.6680754,174.0412873,458.2779708,917.2948621,447.2854551,259.1752226,348.4164996
"Align_293","740.6805113","611.4596175","1411.228043","979.7015358","1207.327386","1080.981851","910.1882847","1274.242315","1138.813485","1274.568915","1199.041469","1819.541682","1423.804956","1272.734472","620.7708293","750.5401365","550.4375184","1386.911413","769.269215","887.4634516","1561.612098","1670.222164","1188.969702","1098.238226","569.5479226","1630.072557","1481.418704","1573.307309","1919.079098","1369.458996","1596.087518","1394.493053","750.5401365","550.4375184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_294","96.1366904","347.893042","443.0593525","201.934237","259.1307788","132.5008133","230.2692264","1543.033166","490.5870185","237.3316209","359.4874733","1914.778267","110.0898359","153.3328728","815.8726081","560.3008653","308.4359863","171.4781458","214.6056467","121.8384645","220.3016594","552.4324059","439.9217071","196.9645191","229.3723829","551.501877","94.00423428","1606.640248","232.7314739","729.8089374","277.9361971","129.5733636","560.3008653","308.4359863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_295","1256.220655","877.0493526","975.2000993","874.4468024","938.4184112","1119.501812","708.7519958","629.2185378","942.1705475","616.5188788","381.5874996","709.2626267","542.8823669","893.1745985","847.4448222","305.3022718","404.2830001","681.2289243","944.7138353","927.8464226","846.556351","937.1580409","912.0623193","744.8074002","946.5446149","823.3984658","637.8979922","863.567251","738.703769","57.19180886","763.1427321","469.3215662","305.3022718","404.2830001",950.023491,902.8620607,1913.399501,550.9362399,899.0968833,853.8395137,890.0953915,1079.4747,792.8288296,1023.455992,641.971066,673.8517641,832.5285845,853.7676754,964.4006478,305.3022718,404.2830001
"Align_296","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",603.4542561,1788.39472,997.3348813,1027.602277,1330.951118,1898.90087,1532.770704,967.4706232,774.2948656,1206.430953,710.8946163,1404.256445,1032.760169,964.8146106,1184.731073,242.9788786,23.91950035
"Align_297","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1130.755175,1896.080941,554.4310698,1846.026831,1600.621528,922.3186327,180.6012715,1015.279898,330.7818067,232.2837586,1612.952994,335.5073612,681.6100393,1131.662159,412.2780114,249.1758469,322.7579869
"Align_298","887.8439065","693.1917619","1279.69591","589.6469087","978.2949893","600.4289098","609.3170854","1338.871059","1149.6206","1253.372866","822.6587933","1284.435847","1343.37911","1006.121582","677.0897099","459.3078886","533.4035054","729.0681854","959.6023869","355.7609168","1286.088974","1110.588861","975.5119538","518.2310861","709.0568449","980.8072599","760.6872157","1396.609809","1890.940683","835.0915152","1562.113331","947.4538474","459.3078886","533.4035054",1325.132113,947.0777187,838.0067209,1039.018593,775.9391081,661.9892327,966.6431272,1238.299947,1272.521663,1149.569645,1206.072369,1238.222281,1318.274138,716.2559393,468.647888,459.3078886,533.4035054
"Align_299","1192.307393","768.2805884","407.2659504","952.4756252","374.6070505","609.3785477","693.9902929","125.8000711","232.6131546","375.8356222","126.7033353","250.3843138","344.9744103","158.0348923","186.6047635","393.9784135","42.00949926","1019.548093","606.378764","1001.278516","636.5405092","413.1627822","591.7680165","561.8572426","295.3044547","194.7727074","218.0204963","138.4997374","244.5407714","128.3842851","124.2168563","110.2369565","393.9784135","42.00949926",687.7779859,498.2757608,644.1169357,404.8488368,638.1868863,478.7115256,1816.682034,263.9738685,725.0732862,125.1737191,235.986501,250.6518871,220.105449,189.8034079,154.5073905,393.9784135,42.00949926
"Align_300","135.9698071","366.7536287","491.4047864","532.7272064","362.3217704","643.5279058","542.8536848","250.3879977","290.4711908","67.58178257","106.2125426","178.4924628","98.70224733","270.8861473","627.9022188","655.2830697","341.7220097","152.4839034","470.1781269","1758.212484","361.7967713","582.5220221","514.402388","394.0022058","235.5667555","118.6157322","76.12956217","319.9862569","250.5104036","150.4874706","531.9568847","126.2862713","655.2830697","341.7220097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1478.51305,1290.833977,1387.033352,1115.6926,1154.51168,1222.507523,1366.237612,1438.428373,1461.624334,1484.323117,692.6577434,1482.761919,1399.515216,1349.764281,1715.507852,241.8884577,576.0724937
"Align_302","1418.252413","525.5444458","711.4734281","1701.100451","414.3142949","1259.956395","879.067912","185.5633105","417.9537984","363.6744984","272.9461696","474.8862207","337.2187223","259.4759597","377.1004987","334.9548885","36.28200071","1212.969944","451.517919","1708.254696","430.5382502","520.2436555","627.9311855","703.5400248","611.4058828","699.8145668","523.2600444","334.5001052","538.2344683","194.3182816","117.9642473","262.5513868","334.9548885","36.28200071",752.7617819,698.9142483,1308.437548,564.4992143,388.0423508,873.7604853,1397.433518,397.0733211,664.3787412,451.8157423,225.6670413,338.024289,417.8929103,526.1582925,607.0363109,334.9548885,36.28200071
"Align_303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",644.1528563,723.5781883,547.0888922,797.1968804,1148.101688,1705.620917,781.9411651,669.6157019,594.6184743,502.4501686,1048.735034,517.3031724,1302.062209,1640.814602,822.5933466,246.0882639,31.28550084
"Align_304","1198.961776","396.4036081","591.6600388","401.9914993","708.7977622","624.1149438","666.2530894","1153.855787","627.2676126","738.2019721","425.4213024","1338.3084","1293.812262","1394.541596","788.2602527","582.1459255","176.3099952","731.33044","748.1215649","970.9988973","971.3220427","938.8855604","1287.929267","739.6298578","779.1018822","821.5828157","761.787674","1272.481984","1702.039458","1012.345383","1067.638937","596.8385542","582.1459255","176.3099952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_305","1398.935604","419.1327474","1398.927931","822.0734221","1075.627129","409.0415277","731.1304814","646.8282327","662.1523628","343.7717171","361.3345783","592.2975101","630.8943336","875.0315661","904.5888011","312.8919018","25.09399994","765.4299717","588.9710716","917.9549422","1574.793821","1012.00336","1069.638309","1623.792796","698.5418748","703.4133738","416.3948645","953.5335936","815.7447009","326.0767213","611.4271371","625.4708781","312.8919018","25.09399994",567.14006,1687.420222,761.4023724,815.1850782,881.9700402,749.1745151,886.5702339,673.7782084,462.5451609,991.414168,604.2023909,350.0716881,468.4847174,1375.182556,696.4195041,312.8919018,25.09399994
"Align_306","1626.243602","1370.38648","1445.589208","1371.695156","1329.369446","1261.116885","1283.848867","274.5410002","1450.035674","280.1264663","469.4554504","1185.823352","223.3885268","1475.719201","1341.977708","296.2952517","556.0300179","1382.124423","1530.843117","424.4730428","1001.717255","1413.90602","1675.873042","1239.245399","1350.729757","1536.512401","1331.448623","1046.875243","180.932581","535.6524746","362.1424125","588.3629585","296.2952517","556.0300179",1312.525026,1669.949701,1505.868939,536.3857419,1318.842076,1323.074205,1580.394866,1446.44568,1058.84557,1464.616501,273.3288253,1135.820599,1072.080856,1312.174399,453.2407463,296.2952517,556.0300179
"Align_307","1106.171843","1192.302214","1038.706975","1005.755148","1016.655763","918.9739435","1003.298886","416.2577832","1021.274573","477.620652","560.1573579","917.8960327","293.4357092","954.621175","1147.050115","333.3326534","428.9629933","875.841364","1157.435173","1022.332722","908.5191981","1034.415977","1165.634838","1010.429266","1635.220343","985.3180266","910.1101526","835.3109444","312.6906717","145.1932535","548.0038842","756.6901326","333.3326534","428.9629933",973.7352317,1038.442658,957.5019608,627.98464,1210.776508,1155.015614,1127.98008,980.7812473,928.1590666,995.2319078,381.0305732,879.2798068,923.8069082,1128.944088,1010.752502,333.3326534,428.9629933
"Align_308","175.8526719","535.777644","145.9890694","1634.657853","1157.175519","748.7733567","318.6212518","157.8236828","108.5421962","102.1454302","773.9956115","126.1912701","224.4414232","461.3997137","286.9592551","616.2199825","164.1889998","140.865914","482.5335217","456.5573226","330.6204415","414.8474217","896.4388792","168.8592675","537.8435232","98.40150233","124.3779995","238.8015412","89.698995","89.41537359","116.5501212","108.2533459","616.2199825","164.1889998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_309","417.0112752","529.0155546","318.8024599","219.7563745","607.1258515","1336.874679","975.4031954","421.8352688","103.7047457","206.9939885","313.0875787","584.1464306","115.7734025","665.6590907","257.9838314","558.2687929","362.8065036","573.9902147","493.1566991","323.2312868","561.8223556","649.1948044","1131.879875","1625.718172","283.0716813","315.0526499","58.10209301","659.7497227","856.9592939","1060.163344","309.5994989","93.90791268","558.2687929","362.8065036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_310","939.1803538","675.7232293","538.1587337","617.6805794","694.073893","504.2957883","775.4055644","159.8930952","271.3268007","148.093695","140.1558952","174.4651673","209.6750771","168.4009309","207.9837971","615.0156003","41.51599844","1565.72998","642.3853227","777.3364803","620.708535","542.8806843","638.5018603","620.0239489","166.4974094","181.2501211","162.1539508","167.8291912","181.8947882","93.28149305","88.46123758","117.1864092","615.0156003","41.51599844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_311","415.4405861","452.4319327","751.5758427","376.4278302","693.8328791","354.6201131","388.5955761","902.3429031","712.7769899","1013.782447","845.807763","740.8565594","973.6940083","756.0864875","394.6343569","379.9124132","565.6100284","477.2937411","468.7442816","213.0825043","783.8896513","681.8945383","456.2115665","381.2307664","458.2818475","677.0777148","469.5047536","691.7955968","1498.006077","704.2001727","1125.14859","935.3193921","379.9124132","565.6100284",843.4396397,632.2026821,651.2469925,876.0945113,469.5279677,385.6910855,421.7238071,816.5211772,819.2313208,822.4618785,973.8994631,729.6316779,705.381314,432.2280024,310.1780476,379.9124132,565.6100284
"Align_312","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","225.6672137","295.6785585","885.7573679","478.816417","1145.073592","1481.118846","1139.642728","290.0307378","245.675785","365.3496563","264.3488591","1317.283407","262.1483428","773.6724303","106.8158028","76.03421566","148.0730008",231.1650943,308.9660766,249.7495921,576.764833,1032.8129,636.4333601,50.41644365,421.8084502,46.50992553,128.5058158,258.9577587,188.9536832,752.8067386,738.5252067,187.8037835,76.03421566,148.0730008
"Align_313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1033.813054,912.2264609,920.017594,1474.008786,888.0600469,1027.79298,824.7494099,790.1917444,978.2691188,918.3442488,1416.001554,916.741287,1007.974358,1065.931794,801.9665998,271.9178426,573.7555087
"Align_314","235.1114753","165.2901284","1100.346857","163.7906047","981.7053829","125.3754749","121.8639177","1290.090365","918.9169505","1345.024862","951.7509691","850.288864","1234.258066","990.188375","134.8319104","704.4608277","565.0205051","249.2992432","208.0722105","129.1445736","974.2009411","1006.746571","228.985952","119.4506618","155.5231999","541.7134277","212.7711649","1012.932696","1346.379935","946.7393278","1473.424995","1131.315313","704.4608277","565.0205051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_315","611.2287457","501.3192571","842.8160596","372.4480225","353.3553533","316.4467146","801.2431469","483.096846","358.4637747","220.0685457","285.3036179","233.5078968","283.1772469","450.1838875","622.2914698","408.0457371","42.19000088","585.5777337","319.5032443","1053.348565","422.7065392","429.5804694","438.8318729","815.7418826","279.8412036","263.8417009","259.1573174","438.5082536","205.7329108","222.2362005","465.8798491","275.4711301","408.0457371","42.19000088",503.8194329,606.191152,293.8659098,579.2358567,523.97589,283.8831187,540.5902674,504.7191645,300.9990257,223.3991128,1440.975644,361.388996,306.6628548,469.1918011,194.4826593,408.0457371,42.19000088
"Align_316","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","880.3760855","926.3754845","1345.309119","1128.004754","1093.507818","1037.185027","825.5586544","1187.518347","886.7412376","904.9233362","1113.914828","1356.89567","1185.113015","1418.044594","1046.925134","155.9806165","578.7889974",1064.762686,976.2680027,1090.047841,1307.791651,1194.427279,1137.805656,1038.372877,1123.068085,1388.462128,1024.205714,1348.35129,1065.076628,1139.863948,1187.70502,1246.602524,155.9806165,578.7889974
