name,Batch-C-01,Batch-C-02,Batch-C-03,Batch-C-04,Batch-C-05,Batch-C-06,Batch-C-07,Batch-C-08,Batch-C-09,Batch-C-10,Batch-C-11,Batch-C-12,Batch-C-13,Batch-C-14,Batch-C-15,mz,rt
C_132,3409.593236,5475.697676,1388.007907,5314.293329,4481.743984,1286.564293,506.2026201,1118.739698,882.4059238,617.4483441,6617.13361,682.4815929,1127.335005,1674.993808,1074.847056,221.1556001,301.1500011
C_133,4824.711022,3176.988984,1403.3391,4433.355288,13075.94777,2723.989958,1063.66587,3423.990035,1143.441724,983.4143474,2900.470812,2660.774944,3209.202913,12025.19508,1265.351749,222.0787023,80.92200181
C_134,1603.819918,731.9340749,786.1946953,1845.528507,2074.864893,2283.816233,242.1217253,1272.963826,297.5307203,373.2818166,1068.194927,517.1608524,2014.981694,1644.941606,445.8176624,222.1117902,293.5774931
C_135,4741.699436,12287.55714,5137.970899,10434.1975,10697.99961,1300.59739,1146.249296,1709.082112,377.564899,1676.781146,5891.44154,545.7955005,1570.104797,1825.623342,2461.021266,223.1530653,307.805
C_136,1131.993306,4851.841588,2214.59982,2316.860193,4805.979436,4846.328855,1504.052494,1525.76024,918.758812,2986.690776,1627.109385,228.2673538,583.5087544,2143.754403,1166.444083,223.9890521,22.56299984
C_137,2206.934331,3246.948229,1474.690785,4962.071159,2807.29341,2183.997845,958.5213595,660.5219113,170.109206,358.7549232,4802.185509,615.0187105,1046.193559,1206.794551,571.9893335,224.1314264,313.7845069
C_138,638.1294445,2352.299245,1164.280142,1121.017997,1787.350189,2150.508751,958.2686588,688.6181128,542.8482045,1340.262564,825.5900651,321.3848067,452.3716865,1101.528982,776.1514592,224.9745596,23.83199972
C_139,1548.780171,3015.738797,408.9844137,1261.872236,2162.171693,284.2269943,142.3460307,311.0677535,114.5584033,210.7695482,1307.683337,144.9888516,185.5097431,622.5311227,489.470646,225.1842588,328.2579984
C_140,9484.505962,24289.96814,7645.644475,30720.02543,24487.36917,8432.60017,2910.454749,4860.18165,3860.081026,1146.338124,11496.13914,2240.958769,3842.690778,14720.62343,5136.844711,225.1103128,210.1474983
C_141,439.4359331,598.2536157,551.5987039,305.1208668,576.1628243,609.224096,537.4306399,557.8218945,340.071966,567.6137935,248.8323626,314.7612072,395.0927186,583.7707063,709.6616647,225.9088653,575.3830084
C_142,1812.062021,5005.930107,1336.600798,5228.904211,6149.712715,2285.47502,502.227469,1586.244645,710.4562166,346.6652908,1917.407472,1257.546861,909.0558846,3831.122291,1124.945577,226.1076402,214.9125001
C_143,9562.575092,4488.675157,1365.068608,4687.77667,3805.654974,2798.61365,1665.00496,4720.161556,1424.250936,930.9652852,4508.254409,3522.055956,2467.654824,5074.096646,2135.424104,227.1033657,118.8089983
C_144,1093.739237,1330.628216,751.2895355,2021.629516,1014.736887,1300.66813,435.1577367,1141.852521,998.4507567,556.336024,2605.720084,883.3379094,860.1539718,1286.447102,620.304413,228.0851463,37.57000046
C_145,2982.04058,1826.826219,1925.725862,2452.647696,2155.94931,2154.313694,2519.746002,2132.799158,3629.803054,2318.910061,3841.946256,3764.364117,3202.468366,2001.568704,2290.979434,230.8896862,573.9700008
C_146,1064.267413,849.9225539,956.9939315,1061.656487,907.77632,944.8721821,936.1680791,1049.398223,1129.692244,1024.799103,1031.131629,1097.258871,1072.412025,960.3521953,1116.970653,233.1898835,433.2339985
C_147,8886.340762,9143.975216,7544.410947,9677.128963,5089.265094,6956.008556,7656.970845,4016.996888,4457.729679,2855.378345,3919.291236,4789.29648,6904.372435,1647.985836,384.1091183,236.9998484,41.32250019
C_148,11304.22598,4823.128161,2466.617605,4242.741364,9699.729654,5708.87384,917.1225847,4370.360839,774.0839335,1750.842312,6213.394338,4762.942345,2866.710547,4935.988006,2147.471844,237.0758732,213.5329995
C_149,2821.499878,9282.755872,1882.522468,9692.564362,14052.16614,842.4349485,492.0373637,4878.827514,384.8223876,151.1163121,2518.50783,230.769461,707.8800901,1564.640523,1768.741251,237.1220642,135.4590018
C_150,1303.359381,2819.991032,601.7086956,1922.575694,2804.37425,500.5195925,329.8080192,2985.602353,1542.664153,180.222063,780.1453791,509.6843337,1448.924558,542.4459071,465.5867469,238.1047945,136.1329993
C_151,2153.520228,3327.629373,852.3558137,3773.820412,2138.622494,632.0361144,223.6022393,1126.214763,505.1367982,1702.795239,3164.801385,397.7727985,654.1018693,1502.861512,513.1024894,239.1658904,300.6270084
C_152,25057.95527,24401.99377,9543.308499,30294.45911,36074.21681,21789.48655,10008.43928,26652.49366,11037.0355,6916.522871,19636.54598,15917.56765,17000.98377,29655.27058,13181.46986,241.1557579,54.99850094
C_153,1478.51305,1290.833977,1387.033352,1115.6926,1154.51168,1222.507523,1366.237612,1438.428373,1461.624334,1484.323117,692.6577434,1482.761919,1399.515216,1349.764281,1715.507852,241.8884577,576.0724937
C_154,9665.225813,8281.499525,2578.130885,7493.238119,121486.1754,27217.91402,1986.75591,6462.401229,7139.065039,4165.151786,16085.94329,4879.504034,9821.235197,5380.85908,1494.117336,242.0997727,121.9545007
C_155,603.4542561,1788.39472,997.3348813,1027.602277,1330.951118,1898.90087,1532.770704,967.4706232,774.2948656,1206.430953,710.8946163,1404.256445,1032.760169,964.8146106,1184.731073,242.9788786,23.91950035
C_156,1676.534701,1737.603413,1736.536394,2600.455481,1122.108979,1014.682911,1057.970274,1912.194461,1758.655142,1780.563266,2202.488848,1365.229641,1553.261431,1132.733738,1146.43207,243.9309344,568.623994
C_157,655.6218618,1141.657249,665.0539014,1325.818958,835.5187563,546.8757429,648.5428407,594.3506464,407.442579,551.8839878,1082.123206,408.0124504,631.3533193,925.7610548,523.482134,244.0549989,28.05149949
C_158,12406.85745,27753.04812,3387.229828,13894.88452,79191.55568,12751.58085,3637.595284,20794.35324,4301.796657,1204.844496,16405.06884,8720.3075,9428.267604,11763.66564,3201.251933,246.169184,173.6834966
C_159,644.1528563,723.5781883,547.0888922,797.1968804,1148.101688,1705.620917,781.9411651,669.6157019,594.6184743,502.4501686,1048.735034,517.3031724,1302.062209,1640.814602,822.5933466,246.0882639,31.28550084
C_160,3557.35424,4393.654002,4476.800495,12319.2653,9585.597564,6292.333741,1221.809267,5891.48307,1257.378178,909.589459,5295.782069,1624.151522,3238.768427,4793.267086,2943.804049,247.1277838,98.89199792
C_161,7158.357268,4707.440341,2287.315051,3758.721084,2722.599462,2580.254849,1177.488898,4728.580761,1309.949593,1789.421794,4690.341841,1899.914608,1532.056756,3407.272567,3361.16086,249.0847233,118.5650035
C_162,1130.755175,1896.080941,554.4310698,1846.026831,1600.621528,922.3186327,180.6012715,1015.279898,330.7818067,232.2837586,1612.952994,335.5073612,681.6100393,1131.662159,412.2780114,249.1758469,322.7579869
